MRSG-06-130-01-CPPB,Cited by: 6  Impact Factor: 4.663,Cited by: 0  Impact Factor: 4.663,Cited by: 10  Impact Factor: 4.663,Cited by: 66  Impact Factor: 4.663,Cited by: 8  Impact Factor: 4.663
MRSG-08-019-01,Cited by: 34  Impact Factor: 3.46
RSG-08-125-01-CCG,Cited by: 29  Impact Factor: 11.902
IRG-92-027-14-JSLW,Cited by: 40  Impact Factor: 5.87
IRG 97-152-17,Cited by: 4  Impact Factor: 3.35
RPG-92-009-06-CB,Cited by: 61  Impact Factor: 10.822
IRG 97-152-11,Cited by: 11  Impact Factor: 5.082
IRG 11-053-01-IRG,Cited by: 85  Impact Factor: 6.636
RSGT-11-010-01-CPPB,Cited by: 0  Impact Factor: 3.92
RSG-07-109-01-CCE,Cited by: 1  Impact Factor: -,Cited by: 61  Impact Factor: 3.115
MRSG-11-019-01-CNE,Cited by: 7  Impact Factor: -,Cited by: 29  Impact Factor: 3.463
RSG-07-276-01-MGO,Cited by: 35  Impact Factor: 5.082,Cited by: 23  Impact Factor: 2.945,Cited by: 34  Impact Factor: 6.636
RSG-09-033-01-CSM,Cited by: 3  Impact Factor: -
RPG-00-122-01-TBE,Cited by: 21  Impact Factor: 5.082
RSC-118760,Cited by: 4  Impact Factor: 3.961
RSG-030158-01-GMC,Cited by: 3  Impact Factor: 2.8
PF-13-046-01-LIB,Cited by: 0  Impact Factor: 2.509
RSG-08-290-01-CCE,Cited by: 19  Impact Factor: 5.082
FRA-442,Cited by: 98  Impact Factor: 10.822
RSG-07-187-01-GMC,Cited by: 21  Impact Factor: 10.822
RSG-090289-01-MPC,Cited by: 0  Impact Factor: 2.509
RSG-09-027-01-CCG,Cited by: 16  Impact Factor: 10.822
RSG-09-070-01-LIB,Cited by: 3  Impact Factor: 1.19
DHP-82594,Cited by: 84  Impact Factor: 13.214
RPG-98-229-01-DDC,Cited by: 112  Impact Factor: 10.822
IRG-09-061-04-IRG,Cited by: 11  Impact Factor: 2.234
RPG-98-348-01-LBC,Cited by: 241  Impact Factor: 13.214
RSG-07-218-01-TBE,Cited by: 3  Impact Factor: 6.636
PF-05-078-01-MGO,Cited by: 1979  Impact Factor: 15.253
PF-06-243-01-CSM,Cited by: 51  Impact Factor: 10.822
JFRA-639 & RPG-99-264,Cited by: 225  Impact Factor: 13.214
RPG-98-057-01-CCR,Cited by: 41  Impact Factor: 6.68
IRG-58-012-51,Cited by: 34  Impact Factor: -
RSG-09-082-01-MGO,Cited by: 5  Impact Factor: 2.464,Cited by: 26  Impact Factor: 7.357
RSG-05-026-01-CCG,Cited by: 80  Impact Factor: 8.278
RSG-11-030-01-CSM,Cited by: 11  Impact Factor: -
MRSG-11-103-01-CPPB,Cited by: 3  Impact Factor: -
RSG-08-135-01-CNE,Cited by: 69  Impact Factor: 3.961,Cited by: 10  Impact Factor: 7.357
IRG-58-007-48,Cited by: 1  Impact Factor: 3.463
RPG-94-023-05,Cited by: 62  Impact Factor: 10.822
IRG-58-007-45,Cited by: 86  Impact Factor: 8.278
IRG-58-007-42,Cited by: 80  Impact Factor: 4.4
MRSGT-05-007-01-CPPB,Cited by: 39  Impact Factor: 1.61,Cited by: 70  Impact Factor: 1.61,Cited by: 7  Impact Factor: 1.61
IRG-58-007-40,Cited by: 24  Impact Factor: 8.278
RSG-99-081-04-LIB,Cited by: 8  Impact Factor: 2.73
RSG-04-187-01-GMC,Cited by: 42  Impact Factor: 8.278
