RSGGMC-112251,articles.I-N\Nat_Chem_Biol\Nat_Chem_Biol_2009_Feb_4_5(2)_100-107.nxml,Small molecule-mediated disruption of Wnt-dependent signaling in tissue regeneration and cancer,nature chemical biology,"Chen, Baozhi & Dodge, Michael E. & Tang, Wei & Lu, Jianming & Ma, Zhiqiang & Fan, Chih-Wei & Wei, Shuguang & Hao, Wayne & Kilgore, Jessica & Williams, Noelle S. & Roth, Michael G. & Amatruda, James F. & Chen, Chuo & Lum, Lawrence",422
RSG-00-061-04-CCE,articles.A-B\Arthritis_Res_Ther\Arthritis_Res_Ther_2008_Aug_29_10(4)_R102.nxml,Biochemical markers of bone turnover and their association with bone marrow lesions,arthritis research & therapy,"Hunter, David J & LaValley, Michael & Li, Jiang & Bauer, Doug C & Nevitt, Michael & DeGroot, Jeroen & Poole, Robin & Eyre, David & Guermazi, Ali & Gale, Daniel & Totterman, Saara & Felson, David T",
RSG-00-061-04-CCE,articles.A-B\BMC_Musculoskelet_Disord\BMC_Musculoskelet_Disord_2010_Nov_30_11_275.nxml,Bias in the physical examination of patients with lumbar radiculopathy,bmc musculoskeletal disorders,"Suri, Pradeep & Hunter, David J & Katz, Jeffrey N & Li, Ling & Rainville, James",
RSG-00-061-04-CCE,articles.O-Z\Prev_Chronic_Dis\Prev_Chronic_Dis_2006_Mar_15_3(2)_A44.nxml,Biomarker Validation of Dietary Intervention in Two Multiethnic Populations,preventing chronic disease,"Eliassen, A. Heather & Colditz, Graham A & Peterson, Karen E & Furtado, Jeremy D & Fay, Martha E & Sorensen, Glorian & Emmons, Karen M",
RSG-00-061-04-CCE,articles.A-B\BMC_Musculoskelet_Disord\BMC_Musculoskelet_Disord_2014_Feb_26_15_58.nxml,Efficacy of a physiotherapy rehabilitation program for individuals undergoing arthroscopic management of femoroacetabular impingement the FAIR trial: a randomised controlled trial protocol,bmc musculoskeletal disorders,"Bennell, Kim L & O&#x02019;Donnell, John M & Takla, Amir & Spiers, Libby N & Hunter, David J & Staples, Margaret & Hinman, Rana S",
RSG-00-061-04-CCE,articles.A-B\Arthritis_Res_Ther\Arthritis_Res_Ther_2007_Mar_7_9(2)_R26.nxml,The association between patellar alignment on magnetic resonance imaging and radiographic manifestations of knee osteoarthritis,arthritis research & therapy,"Kalichman, Leonid & Zhang, Yuqing & Niu, Jingbo & Goggins, Joyce & Gale, Daniel & Zhu, Yanyan & Felson, David T & Hunter, David J",
RSG-00-061-04-CCE,articles.A-B\BMC_Musculoskelet_Disord\BMC_Musculoskelet_Disord_2011_Oct_5_12_220.nxml,Acute low back pain is marked by variability: An internet based pilot study,bmc musculoskeletal disorders,"Suri, Pradeep & Rainville, James & Fitzmaurice, Garrett M & Katz, Jeffrey N & Jamison, Robert N & Martha, Julia & Hartigan, Carol & Limke, Janet & Jouve, Cristin & Hunter, David J",
RSG-00-061-04-CCE,articles.A-B\BMC_Public_Health\BMC_Public_Health_2012_Aug_15_12_659.nxml,Genetic variability in IGF 1 and IGFBP 3 and body size in early life,bmc public health,"Poole, Elizabeth M & Tworoger, Shelley S & Hankinson, Susan E & Baer, Heather J",
RSG-00-061-04-CCE,articles.A-B\Arthritis_Res_Ther\Arthritis_Res_Ther_2009_Jul_9_11(4)_R107.nxml,A functional difficulty and functional pain instrument for hip and knee osteoarthritis,arthritis research & therapy,"Jette, Alan M & McDonough, Christine M & Ni, Pengsheng & Haley, Stephen M & Hambleton, Ronald K & Olarsch, Sippy & Hunter, David J & Kim, Young-jo & Felson, David T",
RSG-00-061-04-CCE,articles.A-B\BMC_Womens_Health\BMC_Womens_Health_2014_Apr_12_14_56.nxml,Plasma 25 hydroxyvitamin D and risk of premenstrual syndrome in a prospective cohort study,bmc women's health,"Bertone-Johnson, Elizabeth R & Hankinson, Susan E & Forger, Nancy G & Powers, Sally I & Willett, Walter C & Johnson, Susan R & Manson, JoAnn E",
RSG-00-061-04-CCE,articles.A-B\BMC_Clin_Pathol\BMC_Clin_Pathol_2007_Nov_12_7_9.nxml,Biological variability dominates and influences analytical variance in HPLC ECD studies of the human plasma metabolome,bmc clinical pathology,"Shurubor, Yevgeniya I & Matson, Wayne R & Willett, Walter C & Hankinson, Susan E & Kristal, Bruce S",
PFM-11-137-01-DDC,articles.O-Z\Oncogenesis\Oncogenesis_2013_Sep_9_2(9)_e69.nxml,Centrosomal kinase Nek2 cooperates with oncogenic pathways to promote metastasis Centrosomal kinase Nek2 promotes metastasis,oncogenesis,"Das, T K & Dana, D & Paroly, S S & Perumal, S K & Singh, S & Jhun, H & Pendse, J & Cagan, R L & Talele, T T & Kumar, S",2
PFM-11-137-01-DDC,articles.C-H\Cell_Death_Dis\Cell_Death_Dis_2013_Oct_10_4(10)_e850.nxml,"HIV gp120  and methamphetamine mediated oxidative stress induces astrocyte apoptosis via cytochrome P 450 2E1 HIV gp120 and/or MA, oxidative stress, and cell death",cell death & disease,"Shah, A & Kumar, S & Simon, S D & Singh, D P & Kumar, A",
PFM-11-137-01-DDC,articles.C-H\Cell_Death_Dis\Cell_Death_Dis_2013_Oct_31_4(10)_e889.nxml,Autophagy triggered by magnolol derivative negatively regulates angiogenesis Magnolol derivate mediated autophagy modulate angiogenesis,cell death & disease,"Kumar, S & Guru, S K & Pathania, A S & Kumar, A & Bhushan, S & Malik, F",
PFM-11-137-01-DDC,articles.O-Z\Oncogene\Oncogene_2013_May_9_32(19)_2463-2474.nxml,"Truncated p110 ERBB2 induces mammary epithelial cell migration, invasion and orthotopic xenograft formation, and is associated with loss of phosphorylated STAT5 Truncated ERBB2 receptors in human breast cancer",oncogene,"Ward, T M & Iorns, E & Liu, X & Hoe, N & Kim, P & Singh, S & Dean, S & Jegg, A-M & Gallas, M & Rodriguez, C & Lippman, M & Landgraf, R & Pegram, M D",
PFM-11-137-01-DDC,articles.C-H\Cell_Death_Dis\Cell_Death_Dis_2013_Mar_21_4(3)_e554.nxml,Regulation of cytochrome P450 2e1 expression by ethanol: role of oxidative stress mediated pkc/jnk/sp1 pathway Regulation of CYP2E1 by ethanol through PKC/JNK/SP1,cell death & disease,"Jin, M & Ande, A & Kumar, A & Kumar, S",
PFM-11-137-01-DDC,articles.C-H\Cell_Death_Dis\Cell_Death_Dis_2014_Jan_16_5(1)_e994.nxml,Plasmodium falciparum signal recognition particle components and anti parasitic effect of ivermectin in blocking nucleo cytoplasmic shuttling of SRP Role of ivermectin in blocking P. falciparum SRP,cell death & disease,"Panchal, M & Rawat, K & Kumar, G & Kibria, K M & Singh, S & Kalamuddin, Md & Mohmmed, A & Malhotra, P & Tuteja, R",
PFM-11-137-01-DDC,articles.C-H\Cell_Death_Dis\Cell_Death_Dis_2010_Apr_15_1(4)_e35.nxml,A potential role for NEDD1 and the centrosome in senescence of mouse embryonic fibroblasts Centrosomes and the senescence of MEFs,cell death & disease,"Manning, J A & Kumar, S",
PFM-11-137-01-DDC,articles.A-B\Br_J_Cancer\Br_J_Cancer_2011_Mar_15_104(6)_1038-1048.nxml,Activated Kras G12D is associated with invasion and metastasis of pancreatic cancer cells through inhibition of E cadherin Oncogenic K ras G12D in the metastasis of pancreatic cancer,british journal of cancer,"Rachagani, S & Senapati, S & Chakraborty, S & Ponnusamy, M P & Kumar, S & Smith, L M & Jain, M & Batra, S K",
PFM-11-137-01-DDC,articles.A-B\Ann_Med_Health_Sci_Res\Ann_Med_Health_Sci_Res_2013_Oct-Dec_3(4)_492-497.nxml,Do Clinical Symptoms and Signs Predict Reduced Renal Function Among Hospitalized Adults?,annals of medical and health sciences research,"Kumar, S & Joshi, R & Joge, V",
PFM-11-137-01-DDC,articles.I-N\J_Surg_Case_Rep\J_Surg_Case_Rep_2011_Sep_1_2011(9)_8.nxml,Incidentally detected squamous cell carcinoma in non functioning kidney presenting as multi cystic mass,journal of surgical case reports,"Mathur, SK & Rana, P & Singh, S & Goyal, V & Sangwan, M",
IRG 85-001-13-IRG,articles.I-N\J_Cell_Biol\J_Cell_Biol_2001_Jul_9_154(1)_95-108.nxml,The Toxoplasma gondii protein ROP2 mediates host organelle association with the parasitophorous vacuole membrane,the journal of cell biology,"Sinai, Anthony P. & Joiner, Keith A.",183
IRG 85-001-13-IRG,articles.I-N\J_Cell_Biol\J_Cell_Biol_1998_Jun_15_141(6)_1323-1333.nxml,The Protozoan Parasite Toxoplasma gondii Targets Proteins to Dense Granules and the Vacuolar Space Using Both Conserved and Unusual Mechanisms,the journal of cell biology,"Karsten, Verena & Qi, Huilin & Beckers, Con J.M. & Reddy, Anita & Dubremetz, Jean-Francois & Webster, Paul & Joiner, Keith A.",
RSG-02-162-01-GMC,articles.I-N\J_Nucleic_Acids\J_Nucleic_Acids_2011_Jun_16_2011_529828.nxml,Stabilization of a G-Quadruplex from Unfolding by Replication Protein A Using Potassium and the Porphyrin TMPyP4,journal of nucleic acids,"Prakash, Aishwarya & Kieken, Fabien & Marky, Luis A. & Borgstahl, Gloria E. O.",6
RSG-02-162-01-GMC,articles.I-N\J_Nucleic_Acids\J_Nucleic_Acids_2011_May_21_2011_896947.nxml,Identification of the DNA Binding Domains of Human Replication Protein A That Recognize G Quadruplex DNA,journal of nucleic acids,"Prakash, Aishwarya & Natarajan, Amarnath & Marky, Luis A. & Ouellette, Michel M. & Borgstahl, Gloria E. O.",
RSG-02-162-01-GMC,articles.I-N\Nucleic_Acids_Res\Nucleic_Acids_Res_2006_Jan_12_34(1)_343-352.nxml,A new NMR solution structure of the SL1 HIV 1 Lai looploop dimer,nucleic acids research,"Kieken, Fabien & Paquet, Fran&#x000e7;oise & Brul&#x000e9;, Fabienne & Paoletti, Jacques & Lancelot, G&#x000e9;rard",
RSG-02-162-01-GMC,articles.I-N\J_Phys_Chem_B\J_Phys_Chem_B_2011_Dec_1_115(47)_13925-13934.nxml,Altering the Electrostatic Potential in the Major Groove: Thermodynamic and Structural Characterization of 7 Deaza 2 deoxyadenosine:dT Base Pairing in DNA,the journal of physical chemistry. b,"Kowal, Ewa A. & Ganguly, Manjori & Pallan, Pradeep S. & Marky, Luis A. & Gold, Barry & Egli, Martin & Stone, Michael P.",
RSG-02-162-01-GMC,articles.O-Z\Sci_Rep\Sci_Rep_2013_Apr_10_3_1639.nxml,The paradox of conformational constraint in the design of Cbl(TKB) binding peptides,scientific reports,"Kumar, Eric A. & Chen, Qianyi & Kizhake, Smitha & Kolar, Carol & Kang, Myungshim & Chang, Chia-en A. & Borgstahl, Gloria E. O. & Natarajan, Amarnath",
RSG-02-162-01-GMC,articles.O-Z\PLoS_ONE\PLoS_One_2011_Sep_15_6(9)_e24848.nxml,Replication Protein A (RPA) Hampers the Processive Action of APOBEC3G Cytosine Deaminase on Single Stranded DNA RPA Inhibits Transactions of APOBEC3G,plos one,"Lada, Artem G. & Waisertreiger, Irina S.-R. & Grabow, Corinn E. & Prakash, Aishwarya & Borgstahl, Gloria E. O. & Rogozin, Igor B. & Pavlov, Youri I.",
RPG-97-098-04-CCG,articles.I-N\J_Cell_Biol\J_Cell_Biol_2001_Jan_22_152(2)_11-16.nxml,Nuclear Position Leaves Its Mark on Replication Timing,the journal of cell biology,"Gilbert, David M.",57
RPG-97-098-04-CCG,articles.I-N\J_Cell_Biol\J_Cell_Biol_1999_Aug_23_146(4)_709-722.nxml,"Mcm2, but Not Rpa, Is a Component of the Mammalian Early G1 Phase Prereplication Complex",the journal of cell biology,"Dimitrova, Daniela S. & Todorov, Ivan T. & Melendy, Thomas & Gilbert, David M.",
RPG-97-098-04-CCG,articles.I-N\J_Cell_Biol\J_Cell_Biol_2010_Jun_14_189(6)_967-980.nxml,G2 phase chromatin lacks determinants of replication timing Replication timing lost in G2 phase,the journal of cell biology,"Lu, Junjie & Li, Feng & Murphy, Christopher S. & Davidson, Michael W. & Gilbert, David M.",
RPG-97-098-04-CCG,articles.I-N\J_Cell_Biol\J_Cell_Biol_2011_Jan_10_192(1)_29-41.nxml,Highly stable loading of Mcm proteins onto chromatin in living cells requires replication to unload Irreversible loading of Mcm onto chromatin,the journal of cell biology,"Kuipers, Marjorie A. & Stasevich, Timothy J. & Sasaki, Takayo & Wilson, Korey A. & Hazelwood, Kristin L. & McNally, James G. & Davidson, Michael W. & Gilbert, David M.",
RPG-97-098-04-CCG,articles.I-N\J_Cell_Biol\J_Cell_Biol_2001_Jul_23_154(2)_283-292.nxml,The replication timing program of the Chinese hamster  globin locus is established coincident with its repositioning near peripheral heterochromatin in early G1 phase,the journal of cell biology,"Li, Feng & Chen, Jianhua & Izumi, Masako & Butler, Mark C. & Keezer, Susan M. & Gilbert, David M.",
RPG-97-098-04-CCG,articles.I-N\J_Cell_Biol\J_Cell_Biol_2003_Apr_28_161(2)_257-266.nxml,Spatial distribution and specification of mammalian replication origins during G1 phase,the journal of cell biology,"Li, Feng & Chen, Jianhua & Solessio, Eduardo & Gilbert, David M.",
RPG-97-098-04-CCG,articles.I-N\Nucleic_Acids_Res\Nucleic_Acids_Res_2011_Apr_9_39(8)_3141-3155.nxml,Pre replication complex proteins assemble at regions of low nucleosome occupancy within the Chinese hamster dihydrofolate reductase initiation zone,nucleic acids research,"Lubelsky, Yoav & Sasaki, Takayo & Kuipers, Marjorie A. & Lucas, Isabelle & Le Beau, Michelle M. & Carignon, Sandra & Debatisse, Michelle & Prinz, Joseph A. & Dennis, Jonathan H. & Gilbert, David M.",
RPG-97-098-04-CCG,articles.I-N\J_Cell_Biol\J_Cell_Biol_2006_Jul_17_174(2)_185-194.nxml,Uncoupling global and fine tuning replication timing determinants for mouse pericentric heterochromatin,the journal of cell biology,"Wu, Rong & Singh, Prim B. & Gilbert, David M.",
RPG-97-098-04-CCG,articles.I-N\J_Cell_Biol\J_Cell_Biol_2001_Sep_3_154(5)_913-924.nxml,Activation of mammalian Chk1 during DNA replication arrest a role for Chk1 in the intra S phase checkpoint monitoring replication origin firing,the journal of cell biology,"Feijoo, Carmen & Hall-Jackson, Clare & Wu, Rong & Jenkins, David & Leitch, Jane & Gilbert, David M. & Smythe, Carl",
RSG-02-179-01,articles.A-B\BMC_Genomics\BMC_Genomics_2004_Dec_14_5_94.nxml,Prognostic meta-signature of breast cancer developed by two-stage mixture modeling of microarray data,bmc genomics,"Shen, Ronglai & Ghosh, Debashis & Chinnaiyan, Arul M",119
RSG-02-179-01,articles.A-B\BMC_Syst_Biol\BMC_Syst_Biol_2011_Dec_22_5_202.nxml,A chemokine gene expression signature derived from meta analysis predicts the pathogenicity of viral respiratory infections,bmc systems biology,"Chang, Stewart T & Tchitchek, Nicolas & Ghosh, Debashis & Benecke, Arndt & Katze, Michael G",
RSG-02-179-01,articles.A-B\BMC_Genomics\BMC_Genomics_2013_Mar_15_14_179.nxml,"miRConnect 2.0: identification of oncogenic, antagonistic miRNA families in three human cancers",bmc genomics,"Hua, Youjia & Larsen, Niels & Kalyana-Sundaram, Shanker & Kjems, J&#x000f8;rgen & Chinnaiyan, Arul M & Peter, Marcus E",
RSG-02-179-01,articles.A-B\BMC_Bioinformatics\BMC_Bioinformatics_2010_Jul_2_11_369.nxml,HPeak: an HMM based algorithm for defining read enriched regions in ChIP Seq data,bmc bioinformatics,"Qin, Zhaohui S & Yu, Jianjun & Shen, Jincheng & Maher, Christopher A & Hu, Ming & Kalyana-Sundaram, Shanker & Yu, Jindan & Chinnaiyan, Arul M",
RSG-02-179-01,articles.A-B\BMC_Bioinformatics\BMC_Bioinformatics_2003_Sep_6_4_36.nxml,Cluster stability scores for microarray data in cancer studies,bmc bioinformatics,"Smolkin, Mark & Ghosh, Debashis",
RSG-02-179-01,articles.O-Z\PLoS_ONE\PLoS_One_2012_Feb_27_7(2)_e32565.nxml,Motion and Flexibility in Human Cytochrome P450 Aromatase Motion in Human Aromatase,plos one,"Jiang, Wenhua & Ghosh, Debashis",
RSG-02-179-01,articles.I-N\J_Biol_Eng\J_Biol_Eng_2009_Aug_24_3_13.nxml,Transcriptional effects of CRP* expression in Escherichia coli,journal of biological engineering,"Khankal, Reza & Chin, Jonathan W & Ghosh, Debashis & Cirino, Patrick C",
RSG-02-179-01,articles.O-Z\PLoS_Comput_Biol\PLoS_Comput_Biol_2007_Feb_23_3(2)_e12.nxml,From Bytes to Bedside: Data Integration and Computational Biology for Translational Cancer Research N/A,plos computational biology,"Mathew, Jomol P & Taylor, Barry S & Bader, Gary D & Pyarajan, Saiju & Antoniotti, Marco & Chinnaiyan, Arul M & Sander, Chris & Burakoff, Steven J & Mishra, Bud",
RSG-02-179-01,articles.A-B\BMC_Biochem\BMC_Biochem_2007_Aug_4_8_15.nxml,Module structure of interphotoreceptor retinoid binding protein (IRBP) may provide bases for its complex role in the visual cycle structure/function study of Xenopus IRBP,bmc biochemistry,"Gonzalez-Fernandez, Federico & Baer, Claxton A & Ghosh, Debashis",
RSG-02-179-01,articles.A-B\BMC_Bioinformatics\BMC_Bioinformatics_2012_Oct_16_13_269.nxml,Gene Fusion Markup Language: a prototype for exchanging gene fusion data,bmc bioinformatics,"Kalyana-Sundaram, Shanker & Shanmugam, Achiraman & Chinnaiyan, Arul M",
RSG-02-179-01,articles.A-B\BMC_Med_Genomics\BMC_Med_Genomics_2008_Jun_27_1_28.nxml,Pathway analysis reveals functional convergence of gene expression profiles in breast cancer,bmc medical genomics,"Shen, Ronglai & Chinnaiyan, Arul M & Ghosh, Debashis",
RSG-02-179-01,articles.A-B\BMC_Infect_Dis\BMC_Infect_Dis_2013_Feb_2_13_62.nxml,Low prevalence of Leishmania donovani infection among the blood donors in kala azar endemic areas of Bangladesh,bmc infectious diseases,"Huda, M Mamun & Rudra, Shikha & Ghosh, Debashis & Bhaskar, Khondaker Rifat Hasan & Chowdhury, Rajib & Dash, Aditya Prasad & Bhattacharya, Sujit Kumar & Haque, Rashidul & Mondal, Dinesh",
RSG-02-179-01,articles.C-H\Cancer_Inform\Cancer_Inform_2007_May_10_3_231-243.nxml,Statistical Issues and Analyses of in vivo and in vitro Genomic Data in order to Identify Clinically Relevant Profiles,cancer informatics,"Poisson, Laila M. & Ghosh, Debashis",
RSG-02-179-01,articles.C-H\Cancer_Inform\Cancer_Inform_2008_Feb_9_6_17-23.nxml,Global Associations between Copy Number and Transcript mRNA Microarray Data: An Empirical Study,cancer informatics,"Gu, Wenjuan & Choi, Hyungwon & Ghosh, Debashis",
RSG-02-179-01,articles.I-N\Mol_Cancer\Mol_Cancer_2007_Jun_8_6_40.nxml,"Expression of LIM kinase 1 is associated with reversible G1/S phase arrest, chromosomal instability and prostate cancer",molecular cancer,"Davila, Monica & Jhala, Darshana & Ghosh, Debashis & Grizzle, William E & Chakrabarti, Ratna",
RSG-02-179-01,articles.A-B\BMC_Vet_Res\BMC_Vet_Res_2011_Jun_8_7_27.nxml,Survey of domestic cattle for anti  Leishmania antibodies and Leishmania DNA in a visceral leishmaniasis endemic area of Bangladesh,bmc veterinary research,"Alam, Mohammad Shafiul & Ghosh, Debashis & Khan, Md Gulam Musawwir & Islam, Mohammad Faizul & Mondal, Dinesh & Itoh, Makoto & Islam, Md Nurul & Haque, Rashidul",
RSG-02-179-01,articles.I-N\Mol_Vis\Mol_Vis_2007_Dec_13_13_2275-2281.nxml,Purification of the full length Xenopus interphotoreceptor retinoid binding protein and growth of diffraction quality crystals,molecular vision,"Ghosh, Debashis & Griswold, Jennifer B & Bevilacqua, Thomas & Gonzalez-Fernandez, Federico",
RSG-02-179-01,articles.C-H\Genome_Biol\Genome_Biol_2006_Apr_7_7(4)_R28.nxml,Genes regulated by estrogen in breast tumor cells in vitro are similarly regulated in vivo in tumor xenografts and human breast tumors,genome biology,"Creighton, Chad J & Cordero, Kevin E & Larios, Jose M & Miller, Rebecca S & Johnson, Michael D & Chinnaiyan, Arul M & Lippman, Marc E & Rae, James M",
RSG-02-179-01,articles.A-B\BMC_Bioinformatics\BMC_Bioinformatics_2005_Dec_19_6_304.nxml,Internet based profiler system as integrative framework to support translational research,bmc bioinformatics,"Kim, Robert & Demichelis, Francesca & Tang, Jeffery & Riva, Alberto & Shen, Ronglai & Gibbs, Doug F & Mahavishno, Vasudeva & Chinnaiyan, Arul M & Rubin, Mark A",
RSG-02-179-01,articles.A-B\BMC_Bioinformatics\BMC_Bioinformatics_2012_Nov_13_13_297.nxml,Oculus: faster sequence alignment by streaming read compression,bmc bioinformatics,"Veeneman, Brendan A & Iyer, Matthew K & Chinnaiyan, Arul M",
RSG-02-179-01,articles.I-N\J_Trop_Med\J_Trop_Med_2014_Jan_21_2014_676817.nxml,Introducing Single Dose Liposomal Amphotericin B for the Treatment of Visceral Leishmaniasis in Rural Bangladesh: Feasibility and Acceptance to Patients and Health Staff,journal of tropical medicine,"Maintz, Eva-Maria & Hassan, Mahbub & Huda, M. Mamun & Ghosh, Debashis & Hossain, Md. Shakhawat & Alim, Abdul & Kroeger, Axel & Arana, Byron & Mondal, Dinesh",
RSG-030158-01-GMC,articles.A-B\BMC_Mol_Biol\BMC_Mol_Biol_2009_Mar_27_10_27.nxml,Functional characterization and identification of mouse Rad51d splice variants,bmc molecular biology,"Gruver, Aaron M & Yard, Brian D & McInnes, Campbell & Rajesh, Changanamkandath & Pittman, Douglas L",3
RSG-030158-01-GMC,articles.A-B\BMC_Genomics\BMC_Genomics_2012_Aug_31_13_440.nxml,Sequencing and analysis of a South Asian Indian personal genome,bmc genomics,"Gupta, Ravi & Ratan, Aakrosh & Rajesh, Changanamkandath & Chen, Rong & Kim, Hie Lim & Burhans, Richard & Miller, Webb & Santhosh, Sam & Davuluri, Ramana V & Butte, Atul J & Schuster, Stephan C & Seshagiri, Somasekar & Thomas, George",
SIOP-06-258-01-COUN,articles.I-N\Nat_Commun\Nat_Commun_2013_4_1627.nxml,Identification and molecular characterization of a new ovarian cancer susceptibility locus at 17q21.31,nature communications,"Permuth-Wey, Jennifer & Lawrenson, Kate & Shen, Howard C. & Velkova, Aneliya & Tyrer, Jonathan P. & Chen, Zhihua & Lin, Hui-Yi & Chen, Y. Ann & Tsai, Ya-Yu & Qu, Xiaotao & Ramus, Susan J. & Karevan, Rod & Lee, Janet & Lee, Nathan & Larson, Melissa C. & Aben, Katja K. & Anton-Culver, Hoda & Antonenkova, Natalia & Antoniou, Antonis & Armasu, Sebastian M. & Bacot, Fran&#x000e7;ois & Baglietto, Laura & Bandera, Elisa V. & Barnholtz-Sloan, Jill & Beckmann, Matthias W. & Birrer, Michael J. & Bloom, Greg & Bogdanova, Natalia & Brinton, Louise A. & Brooks-Wilson, Angela & Brown, Robert & Butzow, Ralf & Cai, Qiuyin & Campbell, Ian & Chang-Claude, Jenny & Chanock, Stephen & Chenevix-Trench, Georgia & Cheng, Jin Q. & Cicek, Mine S. & Coetzee, Gerhard A. & Cook, Linda S. & Couch, Fergus J. & Cramer, Daniel W. & Cunningham, Julie M. & Dansonka-Mieszkowska, Agnieszka & Despierre, Evelyn & Doherty, Jennifer A & D&#x000f6;rk, Thilo & du Bois, Andreas & D&#x000fc;rst, Matthias & Easton, Douglas F & Eccles, Diana & Edwards, Robert & Ekici, Arif B. & Fasching, Peter A. & Fenstermacher, David A. & Flanagan, James M. & Garcia-Closas, Montserrat & Gentry-Maharaj, Aleksandra & Giles, Graham G. & Glasspool, Rosalind M. & Gonzalez-Bosquet, Jesus & Goodman, Marc T. & Gore, Martin & G&#x000f3;rski, Bohdan & Gronwald, Jacek & Hall, Per & Halle, Mari K. & Harter, Philipp & Heitz, Florian & Hillemanns, Peter & Hoatlin, Maureen & H&#x000f8;gdall, Claus K. & H&#x000f8;gdall, Estrid & Hosono, Satoyo & Jakubowska, Anna & Jensen, Allan & Jim, Heather & Kalli, Kimberly R. & Karlan, Beth Y. & Kaye, Stanley B. & Kelemen, Linda E. & Kiemeney, Lambertus A. & Kikkawa, Fumitaka & Konecny, Gottfried E. & Krakstad, Camilla & Kjaer, Susanne Kr&#x000fc;ger & Kupryjanczyk, Jolanta & Lambrechts, Diether & Lambrechts, Sandrina & Lancaster, Johnathan M. & Le, Nhu D. & Leminen, Arto & Levine, Douglas A. & Liang, Dong & Lim, Boon Kiong & Lin, Jie & Lissowska, Jolanta & Lu, Karen H. & Lubi&#x00144;ski, Jan & Lurie, Galina & Massuger, Leon F.A.G. & Matsuo, Keitaro & McGuire, Valerie & McLaughlin, John R & Menon, Usha & Modugno, Francesmary & Moysich, Kirsten B. & Nakanishi, Toru & Narod, Steven A. & Nedergaard, Lotte & Ness, Roberta B. & Nevanlinna, Heli & Nickels, Stefan & Noushmehr, Houtan & Odunsi, Kunle & Olson, Sara H. & Orlow, Irene & Paul, James & Pearce, Celeste L & Pejovic, Tanja & Pelttari, Liisa M. & Pike, Malcolm C. & Poole, Elizabeth M. & Raska, Paola & Renner, Stefan P. & Risch, Harvey A. & Rodriguez-Rodriguez, Lorna & Rossing, Mary Anne & Rudolph, Anja & Runnebaum, Ingo B. & Rzepecka, Iwona K. & Salvesen, Helga B. & Schwaab, Ira & Severi, Gianluca & Shridhar, Vijayalakshmi & Shu, Xiao-Ou & Shvetsov, Yurii B. & Sieh, Weiva & Song, Honglin & Southey, Melissa C. & Spiewankiewicz, Beata & Stram, Daniel & Sutphen, Rebecca & Teo, Soo-Hwang & Terry, Kathryn L. & Tessier, Daniel C. & Thompson, Pamela J. & Tworoger, Shelley S. & van Altena, Anne M. & Vergote, Ignace & Vierkant, Robert A. & Vincent, Daniel & Vitonis, Allison F. & Wang-Gohrke, Shan & Weber, Rachel Palmieri & Wentzensen, Nicolas & Whittemore, Alice S. & Wik, Elisabeth & Wilkens, Lynne R. & Winterhoff, Boris & Woo, Yin Ling & Wu, Anna H. & Xiang, Yong-Bing & Yang, Hannah P. & Zheng, Wei & Ziogas, Argyrios & Zulkifli, Famida & Phelan, Catherine M. & Iversen, Edwin & Schildkraut, Joellen M. & Berchuck, Andrew & Fridley, Brooke L. & Goode, Ellen L. & Pharoah, Paul D. P. & Monteiro, Alvaro N.A. & Sellers, Thomas A. & Gayther, Simon A.",10
